A,B,C,D,E
0.33238404997077253,0.4457621554194564,0.16631648826561396,0.7080625077230706,0.7709114580088166
0.5636146274495785,0.6669399163604864,0.5397676155651744,0.798300059031979,0.971031040813177
0.3803576171730224,0.016564553564322848,0.8997389825637729,0.16112615504164096,0.8193442784312647
0.1572383075453868,0.0381180400695138,0.42360221386381647,0.0197076714791119,0.3176361174539475
0.5740782717266592,0.4545135129801978,0.8466388456465641,0.015527920147087482,0.815620170327641
0.06317480137898934,0.16074229020920672,0.46241940612778787,0.9959222889983264,0.5901698445931532
0.3402714881509814,0.5436983001095441,0.2429648752486966,0.9770982420786585,0.12983732119126834
0.3276745188382919,0.33089127138543273,0.12738918839924251,0.9663486741195277,0.15436481725043982
0.4924504752163994,0.6126651545285392,0.8760227362519377,0.028603785205110532,0.7704063954132955
0.23892114378536244,0.5969081713768822,0.6339308320752803,0.8345075181576824,0.49362215531286924
0.3767027959890742,0.6409774152476592,0.07248935848838656,0.9351733427024833,0.9866722065847808
0.08377047061145093,0.5794419130046568,0.8046819225115804,0.14481799175797583,0.2643087473006892
0.4464578558342688,0.9996196652976311,0.1905388921245046,0.896961290084673,0.11024447751474664
0.3452416709905112,0.18308943536500855,0.4752225978166288,0.7974203583773655,0.1360521198103608
0.03064613843818631,0.7420628430400668,0.11987503144929901,0.11869450553180538,0.6435083038586221
0.7911947690996335,0.3978117845807716,0.5737561598702835,0.16235794669083214,0.9210169829880087
0.4425449714102325,0.9230146764698194,0.44219724554114703,0.04178988205144507,0.37062271503661803
0.49113353543199767,0.49140923817121496,0.487727912633221,0.2700954940118856,0.23953341686949126
0.2622696173524868,0.540981212408833,0.40869188323226857,0.12813679113894005,0.9107526889218044
0.6958663040368611,0.5781864552258299,0.9240510086768289,0.16421158929420665,0.25926187851286797
0.7413279238697809,0.8971637105668169,0.7359127701573065,0.04965946722266734,0.9786817035860935
0.9631330819691475,0.4611793533779973,0.7243749771818409,0.5558172877894416,0.38242829218015995
0.9080408519067769,0.02535821582949116,0.6354992959267569,0.3952269107230295,0.17160988513611175
0.7470514141941552,0.5687018036223874,0.7851021936349356,0.34439371071674474,0.258234545888667
0.1681298433346049,0.2097130453156406,0.26128357952314496,0.3114899250833626,0.2854392040465946
0.0019777084763862307,0.8698826432922514,0.842447916785727,0.2578683195043102,0.18319102967748735
0.488164822061705,0.7740051400913842,0.3718391157367844,0.3817194008887277,0.3482433974344369
0.5039209890948368,0.5350809888391126,0.09962541473062769,0.8004315196327357,0.32485612215349924
0.5310930246526495,0.8177090012828437,0.40548617843090107,0.9087337427932759,0.4718237034164925
0.5038100450761895,0.024003500325778804,0.6510456165381596,0.11468228164134231,0.6814741801917633
0.45621373719972036,0.04657110099076811,0.1137738496050551,0.06057273801787599,0.6869405140006242
0.16230941638575136,0.9915454113531211,0.6184660715512187,0.9865029361029666,0.6270929971778674
0.7993685762880937,0.461750694372167,0.316263876545975,0.24124228957444804,0.7519362563756455
0.274192378854908,0.22980225827692968,0.7254797456593206,0.08872823958873255,0.1441630428976185
0.5032016861389103,0.2991375530057545,0.5786274786836183,0.29242507334602585,0.33740126236222956
